Amount,Status,FamilyStatus,Duration,Interest,Installment
8100,Pensioner,Married,24,963,160.48
8100,Pensioner,Married,6,0.1442,144.41
13500,State servant,Singlenot married,12,0.1505,424.97
13500,State servant,Singlenot married,12,0.1095,163.57
17550,Commercial associate,Singlenot married,18,0.1158,561.23
17550,Commercial associate,Singlenot married,15,0.1284,840.45
17550,Commercial associate,Singlenot married,12,0.1316,607.87
17550,Commercial associate,Singlenot married,48,0.1347,508.84
17550,Commercial associate,Singlenot married,24,8,156.69
17550,Commercial associate,Singlenot married,30,0.1218,279.72
20250,Working,Separated,27,0.1189,636.75
20250,Working,Separated,15,0.1253,180.72
20250,Working,Separated,48,0.1095,523.42
20250,Working,Separated,12,932,319.47
20250,Working,Separated,9,0.1253,133.87
18000,Working,Married,9,932,111.82
9450,Pensioner,Married,18,0.1347,169.62
9450,Pensioner,Married,6,8,300.83
9450,Pensioner,Married,21,0.1607,457.52
9450,Pensioner,Married,9,0.2011,623.4
13500,Pensioner,Married,60,0.1284,262.22
6750,Working,Married,30,0.1316,182.36
6750,Working,Married,30,0.1411,855.73
6750,Working,Married,18,932,95.85
6750,Working,Married,24,0.1821,319.08
6750,Working,Married,20,8,156.69
38250,Working,Married,9,0.1126,821.59
38250,Working,Married,6,0.1218,333
38250,Working,Married,12,0.1158,165.07
38250,Working,Married,9,0.1411,239.61
38250,Working,Married,27,0.1474,103.62
8100,Pensioner,Married,6,0.1284,302.57
8100,Working,Civil marriage,15,0.1379,211.27
8100,Working,Civil marriage,18,0.1095,98.15
8100,Working,Civil marriage,48,0.1284,63.88
32850,Commercial associate,Married,24,0.1095,245.36
32850,Commercial associate,Married,24,8,94.01
32850,Commercial associate,Married,24,932,95.85
32850,Commercial associate,Married,8,963,154.06
32850,Commercial associate,Married,24,0.1442,51.58
32850,Commercial associate,Married,4,8,188.02
32850,Commercial associate,Married,36,963,57.77
32850,Commercial associate,Married,24,0.179,902.5
32850,Commercial associate,Married,18,0.1158,165.07
32850,Commercial associate,Married,6,0.1284,282.4
32850,Commercial associate,Married,30,0.1126,164.32
18000,Working,Married,24,963,128.38
18000,Working,Married,10,963,385.14
11250,Pensioner,Singlenot married,21,0.1158,396.17
11250,Pensioner,Singlenot married,24,8,188.02
11250,Pensioner,Singlenot married,39,0.1114,328.04
11250,Pensioner,Singlenot married,13,0.16,421.89
11250,Pensioner,Singlenot married,15,932,118.21
11250,Pensioner,Singlenot married,12,0.1411,410.75
11250,Pensioner,Singlenot married,21,0.1347,237.46
11250,Pensioner,Singlenot married,15,0.1347,305.31
11250,Pensioner,Singlenot married,6,963,205.41
11250,Pensioner,Singlenot married,18,0.1347,576.69
11250,Pensioner,Singlenot married,12,932,319.47
11250,Pensioner,Singlenot married,30,963,346.62
31500,Working,Married,12,0.1379,681.51
31500,Working,Married,24,0.1189,33.17
31500,Working,Married,6,0.1158,165.07
31500,Working,Married,15,932,191.69
12600,Commercial associate,Married,24,0.1632,176.57
12600,Commercial associate,Married,12,0.1287,538.14
12600,Commercial associate,Married,15,0.1347,678.46
12600,Commercial associate,Married,18,0.1284,285.76
13500,Pensioner,Separated,12,0.1442,481.36
13500,Pensioner,Separated,21,0.1379,374.84
13500,Pensioner,Separated,24,932,319.47
15300,Pensioner,Married,12,0.1347,339.23
15300,Pensioner,Married,30,932,95.85
11700,State servant,Married,10,0.1253,167.34
11700,State servant,Married,12,0.1095,386.03
11700,State servant,Married,12,8,235.03
33750,Working,Civil marriage,24,0.1695,320.65
33750,Working,Civil marriage,36,0.1126,394.36
33750,Working,Civil marriage,21,0.1758,122.21
33750,Working,Civil marriage,24,0.1316,33.78
33750,Working,Civil marriage,12,0.1189,39.8
6750,Pensioner,Married,24,0.1347,529.2
6750,Pensioner,Married,36,0.1347,203.54
6750,Pensioner,Married,18,0.1253,53.55
6750,Pensioner,Married,36,0.1568,322.02
13500,Working,Married,18,0.1126,402.58
13500,Working,Married,39,0.1158,363.15
13500,Working,Married,24,932,319.47
13500,Working,Married,12,0.1253,167.34
13500,Working,Married,12,963,224.66
13500,Working,Married,20,0.1158,198.09
31500,Commercial associate,Married,18,0.1253,133.87
4950,Pensioner,Civil marriage,22,0.1126,328.64
4950,Pensioner,Civil marriage,48,0.1126,328.64
4950,Pensioner,Civil marriage,48,0.1663,886.75
4950,Pensioner,Civil marriage,40,0.1884,914.42
4950,Pensioner,Civil marriage,21,768,93.58
4950,Pensioner,Civil marriage,24,932,76.68
4950,Pensioner,Civil marriage,6,0.1189,132.66
4950,Pensioner,Civil marriage,24,0.1411,684.58
18000,Commercial associate,Married,24,0.1253,669.33
18000,Commercial associate,Married,9,8,108.11
18000,Commercial associate,Married,18,0.1505,208.15
18000,Commercial associate,Married,12,963,96.29
18000,Commercial associate,Married,24,932,191.69
13500,Working,Married,9,0.1221,453.09
13500,Commercial associate,Married,24,0.1221,69.97
13500,Commercial associate,Married,18,932,287.53
13500,Commercial associate,Married,20,932,332.25
13500,Commercial associate,Married,12,8,137.88
13500,Commercial associate,Married,12,0.1189,318.38
13500,Commercial associate,Married,36,0.1218,666
13500,Commercial associate,Married,6,0.1126,492.95
22500,Working,Married,12,0.1347,101.77
22500,Working,Married,42,0.1284,50.43
22500,Working,Married,15,963,471.79
22500,Working,Married,8,0.1158,825.34
22500,Working,Married,6,0.1158,594.25
13500,Pensioner,Married,36,0.1221,333.15
9000,Pensioner,Widow,48,932,159.74
9000,Pensioner,Widow,48,0.1411,479.21
27000,Working,Separated,36,0.1221,832.88
22500,Commercial associate,Singlenot married,6,768,124.77
22500,Commercial associate,Singlenot married,6,932,111.82
22500,Commercial associate,Singlenot married,36,0.1379,681.51
22500,Commercial associate,Singlenot married,18,0.1095,229
22500,Commercial associate,Singlenot married,12,0.1316,101.32
22500,Commercial associate,Singlenot married,12,0.1095,163.57
22500,Commercial associate,Singlenot married,36,0.1158,429.18
22500,Commercial associate,Singlenot married,8,0.1379,477.06
22500,Working,Married,18,0.1253,259.37
22500,Working,Married,21,0.1221,333.15
22500,Working,Married,18,0.1537,261.35
22500,Working,Married,18,0.1158,396.17
22500,Working,Married,36,0.1221,666.3
22500,Working,Married,48,0.1221,499.73
22500,Working,Married,24,0.1316,506.56
22500,Working,Married,18,963,205.41
22500,Working,Married,45,8,112.81
22500,Working,Married,24,894,301.83
6750,Pensioner,Married,15,932,191.69
6750,Pensioner,Married,12,0.1565,419.84
6750,Pensioner,Married,12,0.1221,259.86
6750,Pensioner,Married,4,0.1253,167.34
11250,Working,Separated,24,0.1474,86.35
11250,Working,Separated,24,932,159.74
11250,Working,Separated,36,0.1158,99.05
11250,Working,Separated,21,932,127.79
18000,Commercial associate,Married,18,0.1221,133.26
18000,Commercial associate,Married,24,0.1316,148.59
18000,Commercial associate,Married,18,8,156.69
18000,Commercial associate,Married,21,963,152.45
18000,Commercial associate,Married,18,0.1695,178.14
18000,Commercial associate,Married,24,0.1316,344.46
18000,Commercial associate,Married,9,0.1253,301.2
18000,Commercial associate,Married,12,8,156.69
13500,State servant,Married,20,0.1148,494.53
15750,Commercial associate,Married,24,0.1221,283.18
15750,Commercial associate,Married,15,932,319.47
15750,Commercial associate,Married,18,932,332.25
13500,Pensioner,Married,36,963,288.85
13500,Pensioner,Married,24,0.1632,565.02
7650,Pensioner,Widow,10,0.1221,499.73
7650,Pensioner,Widow,15,0.1505,312.23
7650,Pensioner,Widow,15,0.1126,262.91
8100,Pensioner,Married,9,0.1379,681.51
18000,Commercial associate,Married,24,932,47.93
18000,Commercial associate,Married,18,0.1284,403.42
18000,Commercial associate,Married,24,932,223.63
18000,Working,Married,27,0.1411,273.84
18000,Working,Married,10,0.1126,328.64
18900,Working,Married,15,0.1537,871.16
18900,Working,Married,18,0.1505,346.92
4500,Commercial associate,Married,12,0.1253,200.8
4500,Commercial associate,Married,36,0.1221,333.15
4500,Commercial associate,Married,12,0.1379,817.82
4500,Commercial associate,Married,36,0.1347,508.84
4500,Commercial associate,Married,6,0.1284,90.77
22500,State servant,Civil marriage,24,0.1758,215.66
22500,State servant,Civil marriage,15,0.1253,100.4
22500,State servant,Civil marriage,12,0.1758,539.13
6750,Commercial associate,Married,11,894,349.49
6750,Commercial associate,Married,18,0.1221,159.92
6750,Commercial associate,Married,36,8,156.69
6750,Commercial associate,Married,9,8,188.02
6750,Commercial associate,Married,30,0.16,175.79
22500,Working,Married,24,0.1357,271.75
22500,Working,Married,24,0.1189,215.57
22500,Working,Married,30,963,449.32
22500,Working,Married,18,0.1316,128.33
22500,Working,Married,24,0.1316,364.72
22500,Working,Married,12,0.1095,57.25
22500,Working,Married,24,0.1095,98.15
22500,Working,Married,48,0.1632,882.84
22500,Working,Married,36,963,160.48
22500,Working,Married,28,0.1158,660.27
22500,Working,Married,27,8,175.49
22500,Working,Married,15,0.1253,133.87
22500,Working,Married,12,0.1505,86.73
22500,Working,Married,36,963,385.14
20250,Working,Married,18,0.1189,331.64
20250,Working,Married,36,0.1284,268.95
13500,Working,Married,21,0.1461,379.23
13500,Working,Married,12,0.1189,530.63
13500,Working,Married,15,0.1221,299.84
13500,Working,Married,18,0.1095,327.14
13500,Working,Married,16,0.1379,204.46
13500,Working,Married,20,0.1126,469
13500,Working,Married,36,932,115.01
8100,Pensioner,Married,15,963,112.33
8100,Pensioner,Married,24,0.1537,139.39
8100,Pensioner,Married,12,0.1316,489.67
8100,Pensioner,Married,21,0.1126,591.54
8100,Pensioner,Married,36,788,187.69
8100,Pensioner,Married,15,0.1284,134.48
8100,Pensioner,Married,9,0.1474,172.69
8100,Pensioner,Married,36,0.1253,133.87
13500,Commercial associate,Married,24,0.1347,463.05
13500,Commercial associate,Married,30,0.1095,196.29
13500,Commercial associate,Married,11,0.1221,199.89
90000,Working,Married,24,0.1379,681.51
90000,Working,Married,48,963,231.08
90000,Working,Married,10,0.1221,116.61
90000,Working,Married,6,0.1287,235.44
90000,Working,Married,24,963,320.95
9000,Working,Married,24,8,125.35
9000,Working,Married,18,932,191.69
9000,Working,Married,48,0.1758,251.6
9000,Working,Married,9,0.1284,403.42
9000,Working,Married,12,0.1221,449.76
18000,Working,Singlenot married,24,0.1411,201.1
18000,Working,Singlenot married,12,894,142.98
18000,Working,Singlenot married,18,932,111.82
18000,Working,Singlenot married,48,8,203.69
18000,Working,Singlenot married,30,0.1442,206.3
18000,Working,Singlenot married,12,0.1347,122.13
18000,Working,Singlenot married,24,0.1379,238.53
18000,Working,Singlenot married,9,0.1221,299.84
18000,Working,Singlenot married,9,932,255.58
18000,Working,Singlenot married,12,0.1253,227.58
18000,Working,Singlenot married,12,0.1189,328.33
18000,Working,Singlenot married,30,0.1348,447.8
18000,Working,Singlenot married,9,0.1126,87.09
9000,Working,Married,6,0.1158,495.21
6750,Pensioner,Married,60,0.1726,751.47
13500,Commercial associate,Singlenot married,24,8,156.69
13500,Commercial associate,Singlenot married,12,8,100.28
15750,Commercial associate,Married,10,0.1284,268.95
15750,Commercial associate,Married,24,768,124.77
15750,Commercial associate,Married,4,0.1189,265.32
15750,Commercial associate,Married,15,0.1221,59.97
8100,Pensioner,Married,48,0.1316,337.71
8100,Pensioner,Married,24,0.1442,275.07
8100,Pensioner,Married,12,963,288.85
8100,Pensioner,Married,18,0.1505,173.46
8100,Pensioner,Married,24,0.1221,283.18
8100,Pensioner,Married,18,0.1284,268.95
8325,Pensioner,Married,36,0.1568,704
15750,Commercial associate,Married,24,0.1284,282.4
15750,Commercial associate,Married,36,8,94.01
9900,Commercial associate,Widow,12,0.1253,351.4
9900,Commercial associate,Widow,24,0.1442,120.34
9900,Commercial associate,Widow,30,0.1062,162.8
9900,Commercial associate,Widow,9,0.1095,523.42
9900,Commercial associate,Widow,28,0.1126,262.91
9900,Commercial associate,Widow,24,0.1126,427.23
9900,Commercial associate,Widow,6,0.1126,657.27
9900,Commercial associate,Widow,21,963,385.14
9900,Commercial associate,Widow,15,0.1284,470.66
13500,Working,Married,24,0.1284,141.2
11250,Pensioner,Married,6,0.167,497.02
11250,Pensioner,Married,30,0.1253,284.47
11250,Pensioner,Married,27,963,320.95
11250,Pensioner,Married,15,0.1284,571.51
11250,Pensioner,Married,42,932,188.49
22500,Commercial associate,Married,11,0.1537,418.16
22500,Commercial associate,Married,15,0.1474,207.23
22500,Commercial associate,Married,24,0.1158,495.21
22500,Commercial associate,Married,24,0.1568,493
22500,Commercial associate,Married,60,0.1158,351.6
22500,Commercial associate,Married,30,0.1253,234.27
22500,Commercial associate,Married,24,768,155.96
22500,Commercial associate,Married,6,0.1474,518.06
22500,Commercial associate,Married,18,0.1316,709.18
22500,Commercial associate,Married,24,0.1347,254.42
22500,Commercial associate,Married,15,0.1284,47.07
15750,Working,Married,30,0.1316,135.09
15750,Working,Married,48,0.1316,337.71
15750,Working,Married,21,0.1253,602.4
15750,Working,Married,36,0.1221,266.52
15750,Working,Married,24,0.1357,203.82
10800,Pensioner,Married,15,0.1221,399.78
10800,Pensioner,Married,42,963,288.85
10800,Pensioner,Married,13,0.1316,371.48
10800,Pensioner,Married,24,0.1537,261.35
18000,Working,Singlenot married,24,0.1218,266.4
18000,Working,Singlenot married,12,932,153.35
18000,Working,Singlenot married,15,0.2011,623.4
18000,Working,Singlenot married,18,0.1379,391.87
18000,Working,Singlenot married,36,0.1126,394.36
18000,Working,Singlenot married,12,0.1095,327.14
18000,Working,Singlenot married,12,0.1411,328.6
18000,Working,Singlenot married,30,0.1126,235
18000,Working,Singlenot married,12,963,224.66
18000,Commercial associate,Married,45,963,365.88
18000,Commercial associate,Married,45,0.1095,327.14
18000,Commercial associate,Married,6,0.1505,312.23
18000,Commercial associate,Married,48,0.1474,690.74
18000,Commercial associate,Married,12,0.1531,417.79
18000,Commercial associate,Married,42,0.1095,314.06
18000,Commercial associate,Married,24,0.16,351.58
18000,Commercial associate,Married,36,0.1189,182.41
18000,Commercial associate,Married,24,963,353.04
18000,Commercial associate,Married,36,0.1126,427.23
31500,Pensioner,Singlenot married,12,0.1189,782.67
31500,Pensioner,Singlenot married,30,0.1189,265.32
31500,Pensioner,Singlenot married,12,74,139.77
31500,Pensioner,Singlenot married,48,0.1189,497.46
31500,Pensioner,Singlenot married,12,0.1114,173.86
31500,Pensioner,Singlenot married,24,963,481.42
31500,Pensioner,Singlenot married,15,0.1411,444.98
31500,Pensioner,Singlenot married,24,0.1316,439.02
31500,Pensioner,Singlenot married,24,0.1253,589.01
31500,Pensioner,Singlenot married,30,0.1316,351.21
31500,Pensioner,Singlenot married,24,932,47.93
31500,Pensioner,Singlenot married,24,0.1853,910.44
31500,Pensioner,Singlenot married,9,0.1316,405.25
31500,Pensioner,Singlenot married,6,0.1183,308.15
13500,Commercial associate,Married,10,0.1158,445.69
13500,Commercial associate,Married,12,0.1189,663.28
11925,Working,Married,10,0.1632,529.71
11925,Working,Married,6,0.1253,167.34
11925,Working,Married,6,0.1426,171.53
11925,Working,Married,12,0.1095,323.87
11925,Working,Married,7,0.1411,136.92
11925,Working,Married,60,0.1189,198.99
11925,Working,Married,18,0.1853,538.98
11250,Working,Married,24,0.1095,196.29
8325,Working,Married,18,0.1537,174.24
8325,Working,Married,12,0.1114,519.94
8325,Working,Married,12,0.1505,104.08
8325,Working,Married,45,0.1221,333.15
11250,Working,Married,48,0.1253,334.67
11250,Working,Married,18,0.1695,356.27
11250,Working,Married,10,0.16,703.15
11250,Working,Married,9,0.1221,399.78
6300,Working,Singlenot married,30,737,108.66
6300,Working,Singlenot married,12,963,449.32
6300,Working,Singlenot married,18,0.1114,164.02
6300,Working,Singlenot married,30,0.1253,284.47
6300,Working,Singlenot married,48,0.1158,561.23
6300,Working,Singlenot married,11,932,464
6300,Working,Singlenot married,36,768,109.17
20700,State servant,Widow,6,0.1158,429.18
20700,State servant,Widow,11,0.1284,268.95
20700,State servant,Widow,12,0.1126,709.85
11250,Working,Married,24,0.1347,67.85
11250,Working,Married,27,0.1095,32.72
11250,Working,Married,12,0.1411,189.98
11250,Working,Married,18,0.1183,424.12
11250,Working,Married,36,0.1148,327.22
11250,Working,Married,6,0.1284,363.08
11250,Working,Married,12,0.1316,42.22
11250,Working,Married,36,8,313.37
11250,Working,Married,18,8,313.37
11250,Working,Married,36,932,351.42
11250,Working,Married,9,0.1183,463.88
18000,Commercial associate,Married,15,0.1221,133.26
18000,Commercial associate,Married,36,0.1322,243.37
18000,Commercial associate,Married,48,963,385.14
18000,Commercial associate,Married,24,0.1979,287.2
27450,Commercial associate,Married,27,963,144.43
27450,Commercial associate,Married,12,0.1189,165.82
27450,Commercial associate,Married,12,0.1411,316.62
27450,Commercial associate,Married,36,0.1379,204.46
27450,Commercial associate,Married,36,737,99.35
20250,Working,Separated,36,8,219.36
20250,Working,Separated,7,963,320.95
20250,Working,Separated,8,0.1284,504.27
20250,Working,Separated,42,932,281.14
20250,Working,Separated,36,963,256.76
8100,Pensioner,Married,12,0.1357,628.42
9000,State servant,Civil marriage,42,0.1095,278.07
9000,State servant,Civil marriage,11,8,47.01
9000,State servant,Civil marriage,54,0.1189,165.82
9000,State servant,Civil marriage,30,932,297.11
9000,State servant,Civil marriage,24,0.1148,494.53
9000,State servant,Civil marriage,15,0.1284,430.31
9090,Working,Married,18,0.16,527.36
9090,Working,Married,24,0.1158,825.34
9090,Working,Married,10,768,37.43
9090,Working,Married,12,0.1253,334.67
9090,Working,Married,18,932,223.63
9090,Working,Married,36,0.1379,265.79
20250,Commercial associate,Singlenot married,18,0.1316,713.4
20250,Commercial associate,Singlenot married,12,963,385.14
20250,Commercial associate,Singlenot married,12,0.1221,259.03
18000,Working,Married,12,0.1316,675.41
18000,Working,Married,12,0.1189,132.66
18000,Working,Married,24,0.1322,169.01
20250,Working,Widow,12,0.1411,855.73
20250,Working,Widow,54,859,221.28
20250,Working,Widow,12,0.1189,530.63
20250,Working,Widow,18,0.1537,209.08
20250,Working,Widow,36,0.1148,464.04
20250,Working,Widow,20,0.1663,248.29
27000,Commercial associate,Married,24,0.1568,875.04
27000,Commercial associate,Married,36,0.1284,365.6
18000,Pensioner,Separated,6,0.1316,270.17
18000,Pensioner,Separated,9,932,255.58
20250,Pensioner,Married,12,0.1253,251
20250,Pensioner,Married,24,74,124.24
20250,Pensioner,Married,18,932,223.63
18000,Pensioner,Widow,12,0.1126,98.59
18000,Pensioner,Widow,24,894,285.95
18000,Pensioner,Widow,14,0.1284,221.88
18000,Pensioner,Widow,6,0.1392,170.69
20250,Working,Separated,15,0.1221,79.96
20250,Working,Separated,18,0.16,70.32
20250,Working,Separated,36,8,231.89
20250,Working,Separated,12,0.1531,163.64
20250,Working,Separated,48,0.1284,268.95
20250,Working,Separated,42,0.1347,50.89
20250,Working,Separated,10,0.1496,297.95
20250,Working,Separated,33,8,109.68
20250,Working,Separated,12,0.1183,231.94
13500,Pensioner,Married,21,0.1253,669.33
13500,Pensioner,Married,24,894,317.72
13500,Pensioner,Married,12,0.1426,247.01
22500,Commercial associate,Married,10,0.1148,82.43
22500,Commercial associate,Married,18,0.1322,162.25
22500,Commercial associate,Married,12,0.1287,151.35
13500,Working,Married,12,0.1287,605.4
13500,Working,Married,12,894,201.75
13500,Working,Married,12,894,312.95
13500,Working,Married,12,0.1739,645.26
36000,Pensioner,Married,48,0.1218,163.17
36000,Pensioner,Married,36,0.1183,41.42
13500,Working,Married,15,894,182.69
13500,Working,Married,18,0.1392,652.87
13500,Working,Married,60,0.1322,101.41
20250,Commercial associate,Married,12,0.1253,83.67
20250,Commercial associate,Married,27,0.1426,34.31
20250,Commercial associate,Married,12,0.1114,360.84
20250,Commercial associate,Married,15,0.1392,256.03
20250,Commercial associate,Married,12,0.1114,393.65
20250,Commercial associate,Married,6,894,381.26
15750,Commercial associate,Married,36,0.1392,273.1
15750,Commercial associate,Married,27,0.1565,167
15750,Commercial associate,Married,18,0.1357,195.32
15750,Commercial associate,Married,21,0.1183,579.85
15750,Commercial associate,Married,48,0.1322,219.71
18000,Commercial associate,Married,6,0.1148,659.37
18000,Commercial associate,Married,12,0.1218,666
18000,Commercial associate,Married,36,0.1114,157.46
18000,Commercial associate,Married,18,774,202.93
27000,Commercial associate,Widow,6,0.1322,365.05
27000,Commercial associate,Widow,10,0.1287,269.07
27000,Commercial associate,Widow,36,894,362.2
27000,Commercial associate,Widow,24,0.1287,232.07
27000,Commercial associate,Widow,24,0.1253,73.63
27000,Commercial associate,Widow,12,894,317.72
15750,Working,Married,9,859,189.67
15750,Working,Married,12,0.1426,514.59
15750,Working,Married,24,0.1148,494.53
22500,Working,Married,6,859,221.28
22500,Working,Married,24,0.1322,676.02
22500,Working,Married,18,894,114.38
22500,Working,Married,15,0.167,177.51
22500,Working,Married,10,859,252.89
22500,Working,Married,36,0.1253,80.32
22500,Commercial associate,Singlenot married,6,0.1392,102.42
22500,Commercial associate,Singlenot married,18,0.1183,530.15
22500,Commercial associate,Singlenot married,11,0.1148,362.66
22500,Commercial associate,Singlenot married,24,0.1253,112.95
22500,Commercial associate,Singlenot married,24,774,312.19
22500,Commercial associate,Singlenot married,15,0.1496,277.16
9900,Working,Married,12,0.1114,423.17
9900,Working,Married,24,0.1148,494.53
9900,Working,Married,8,774,156.1
9900,Working,Married,21,0.1183,662.68
9900,Working,Married,30,859,284.5
9900,Working,Married,12,0.1218,399.6
9900,Working,Married,6,0.1461,689.51
9000,Working,Married,12,0.1287,437.24
9000,Working,Married,21,774,287.22
9000,Working,Married,36,0.1148,626.41
9000,Working,Married,36,859,158.06
9000,Working,Married,21,0.1531,626.68
9000,Working,Married,24,774,312.19
9000,Working,Married,18,0.1287,94.18
9000,Working,Married,15,0.1322,162.25
9000,Working,Married,9,774,234.14
11700,Working,Married,16,774,218.54
11700,Working,Married,12,0.1287,201.8
22500,Commercial associate,Married,18,859,316.11
6750,Commercial associate,Civil marriage,24,0.1218,666
6750,Commercial associate,Civil marriage,48,0.16,492.21
6750,Commercial associate,Civil marriage,27,859,151.73
6750,Commercial associate,Civil marriage,6,859,158.06
27900,Commercial associate,Married,45,0.1253,160.64
27900,Commercial associate,Married,9,0.1316,261.72
27900,Commercial associate,Married,6,0.1392,682.74
27900,Commercial associate,Married,12,0.1357,33.97
13500,Working,Singlenot married,24,0.16,703.15
13500,Working,Singlenot married,18,774,140.49
13500,Working,Singlenot married,9,0.1531,522.23
13500,Working,Singlenot married,12,0.1531,696.31
13500,Working,Singlenot married,27,0.1357,407.63
13500,Working,Singlenot married,12,0.1218,166.5
11700,Commercial associate,Civil marriage,12,774,93.66
11700,Commercial associate,Civil marriage,30,0.1704,713.49
11700,Commercial associate,Civil marriage,12,0.1253,133.87
18000,Working,Married,12,0.1148,115.39
18000,Working,Married,24,0.1183,662.68
18000,Working,Married,12,0.1114,65.61
18000,Working,Married,9,0.1322,87.89
18000,Working,Married,36,0.1183,99.41
18000,Working,Married,27,0.1739,143.39
18000,Working,Married,30,0.1357,366.86
18000,Working,Married,36,0.1183,132.54
18000,Working,Married,6,0.1392,177.52
18000,Working,Married,18,859,316.11
18000,Working,Married,36,0.1148,395.63
18000,Working,Married,24,0.1357,407.63
18000,Working,Married,10,0.1114,262.43
18000,Working,Married,12,0.1253,33.47
18000,Working,Married,12,0.1148,247.27
17550,Pensioner,Married,12,0.1183,298.21
17550,Pensioner,Married,24,0.1565,227.41
17550,Pensioner,Married,15,0.1496,242.52
17550,Pensioner,Married,36,0.1114,492.06
11250,Pensioner,Married,48,0.1496,692.9
11250,Pensioner,Married,12,0.1392,682.74
11250,Pensioner,Married,9,0.1218,399.6
11250,Pensioner,Married,24,0.1114,164.02
49500,Working,Married,36,0.1392,358.44
49500,Working,Married,9,0.1426,480.29
49500,Working,Married,12,0.1114,328.04
49500,Working,Married,18,0.1253,167.34
49500,Working,Married,4,894,397.15
49500,Working,Married,24,894,317.72
49500,Working,Married,6,0.1531,530.94
49500,Working,Married,21,894,444.81
9000,Working,Singlenot married,12,859,410.94
21600,Working,Civil marriage,30,859,395.13
21600,Working,Civil marriage,24,0.1253,348.05
9000,Working,Married,6,0.1183,424.12
9000,Working,Married,48,774,237.27
9000,Working,Married,12,0.1322,676.02
9000,Working,Married,12,859,173.86
9000,Working,Married,24,859,316.11
9000,Working,Married,12,0.1287,622.22
9000,Working,Married,6,774,156.1
15750,Commercial associate,Married,24,859,63.23
15750,Commercial associate,Married,18,0.1287,336.34
15750,Commercial associate,Married,6,0.1253,411.64
15750,Commercial associate,Married,12,0.1218,499.5
15750,Commercial associate,Married,30,0.1635,229.64
15750,Commercial associate,Married,24,0.1496,34.65
15750,Commercial associate,Married,9,0.1148,652.78
13500,Pensioner,Widow,60,0.1322,676.02
13500,Pensioner,Widow,24,774,312.19
13500,Pensioner,Widow,12,0.1183,662.68
13500,Pensioner,Widow,15,0.1253,200.8
13500,Pensioner,Widow,11,0.1183,662.68
13500,Pensioner,Widow,12,0.1357,271.75
13500,Pensioner,Widow,24,0.1531,409.08
13500,Pensioner,Widow,18,894,508.35
9000,Pensioner,Married,12,0.1183,497.01
9000,Pensioner,Married,10,0.16,105.48
9000,Pensioner,Married,15,774,218.54
9000,Pensioner,Married,36,0.1218,290.55
21150,Pensioner,Married,24,0.1461,689.51
21150,Pensioner,Married,14,0.1148,659.37
21150,Pensioner,Married,24,859,113.8
21150,Pensioner,Married,18,0.1461,172.38
9900,Pensioner,Married,12,0.1426,54.89
9900,Pensioner,Married,48,0.1148,138.47
27000,Commercial associate,Married,48,0.1392,160.45
27000,Commercial associate,Married,30,0.1392,211.65
27000,Commercial associate,Married,9,774,218.54
27000,Commercial associate,Married,18,894,381.26
15750,Commercial associate,Civil marriage,12,0.1531,226.3
20250,Commercial associate,Married,6,0.1253,502
20250,Commercial associate,Married,24,0.1218,499.5
20250,Commercial associate,Married,15,74,86.97
20250,Commercial associate,Married,12,0.1218,499.5
20250,Commercial associate,Married,18,0.1322,338.01
20250,Commercial associate,Married,15,0.1704,713.49
20250,Commercial associate,Married,24,0.1426,229.85
20250,Commercial associate,Married,47,0.1357,169.85
20250,Commercial associate,Married,48,0.1253,522.08
20250,Commercial associate,Married,48,0.16,467.6
20250,Commercial associate,Married,12,0.1392,682.74
20250,Commercial associate,Married,24,0.1253,167.34
20250,Commercial associate,Married,12,0.1253,401.6
20250,Working,Separated,36,774,191.22
20250,Working,Separated,24,0.1148,659.37
20250,Working,Separated,42,0.1253,669.33
40500,Commercial associate,Civil marriage,48,894,190.63
40500,Commercial associate,Civil marriage,48,0.1114,164.02
40500,Commercial associate,Civil marriage,12,0.1183,231.94
40500,Commercial associate,Civil marriage,10,894,317.72
40500,Commercial associate,Civil marriage,18,0.167,619.5
40500,Commercial associate,Civil marriage,21,0.1114,295.24
40500,Commercial associate,Civil marriage,6,0.1148,395.63
18000,Commercial associate,Married,36,0.1565,524.8
18000,Commercial associate,Married,24,0.1422,219.42
18000,Commercial associate,Married,10,0.1426,543.75
18000,Commercial associate,Married,48,894,317.72
18000,Commercial associate,Married,6,0.1218,399.6
22500,Commercial associate,Married,30,0.1148,337.93
22500,Commercial associate,Married,12,0.16,351.58
22500,Commercial associate,Married,8,0.16,140.63
22500,Commercial associate,Married,9,0.1843,363.7
22500,Commercial associate,Married,48,894,333.61
13500,Commercial associate,Civil marriage,24,0.1148,329.69
13500,Commercial associate,Civil marriage,24,0.1461,689.51
13500,Commercial associate,Civil marriage,12,0.1148,118.69
13500,Commercial associate,Civil marriage,4,0.1496,519.68
13500,Commercial associate,Civil marriage,36,0.1322,676.02
13500,Commercial associate,Civil marriage,12,0.1739,716.95
11250,Working,Married,24,894,381.26
11250,Working,Married,12,894,381.26
11250,Working,Married,15,0.1183,662.68
11250,Working,Married,30,0.1426,411.67
11250,Working,Married,24,0.1461,189.62
18000,Commercial associate,Married,24,894,127.09
18000,Commercial associate,Married,18,0.1114,160.74
